Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-07,62.17770833333333,90.07614583333333,2.111875,19.726041666666667,21.793229166666666,11.128229166666666,14.293020833333335,1.1738541666666666,10.524895833333334,0.23458333333333334,,,,0.12197916666666665,0.7028125,12.097708333333335,75.665,0.40166666666666667,129.25520833333334,0.0,0.0,95.99520833333332,,
2023-01-08,77.33375,113.32885416666666,3.7957291666666664,30.074583333333333,34.12010416666667,11.745520833333332,18.75125,1.7684375,4.3709375,0.15208333333333332,,,,0.14846153846153845,0.8563461538461539,11.313020833333333,84.24239583333333,0.33625,123.55708333333332,0.0,0.0,69.64791666666666,,
2023-01-09,42.048229166666665,82.79531250000001,6.9070833333333335,39.54958333333334,47.6471875,12.507604166666667,20.2025,2.5151041666666667,3.7591666666666668,0.2833333333333333,,,,0.2717307692307692,1.5690384615384616,11.975,86.2709375,0.36218749999999994,151.84677083333335,0.0,0.0,80.98625,,
2023-01-10,45.19302083333333,73.11572916666667,2.433333333333333,22.83395833333333,25.23239583333333,11.418125000000002,17.433020833333334,1.9097916666666668,11.709270833333335,0.21739583333333334,,,,0.18066666666666667,1.043,13.316979166666668,81.24947916666666,0.4154166666666666,135.035625,0.0,0.0,72.53572916666666,,
2023-01-11,55.984583333333326,69.30300000000001,7.270416666666667,31.8015625,40.809270833333336,11.7975,19.32166666666667,2.4047916666666667,4.5221875,0.23104166666666667,,,,0.24618055555555554,1.4179861111111112,12.356458333333334,87.43104166666667,0.43635416666666665,173.96843750000002,0.0,0.0,53.825312499999995,,
2023-01-12,49.53041666666667,80.180625,4.505625,35.66291666666667,40.46302083333333,12.0725,19.906770833333333,2.0292708333333334,4.949270833333333,0.40520833333333334,,,,0.2103125,1.2176041666666666,14.702187499999999,81.31197916666666,0.3797916666666667,181.5115625,0.0,0.0,76.08145833333333,,
2023-01-13,52.104687500000004,71.21041666666666,7.4534375,34.837916666666665,43.9621875,11.756354166666666,24.849166666666665,2.1027083333333336,4.75875,0.4210416666666667,,,,0.21895833333333334,1.2625,17.004375,76.47322916666667,0.4115625,181.99958333333333,0.0,0.0,89.7465625,,
2023-01-14,47.19552083333334,67.31229166666667,19.499895833333333,35.323125,61.976979166666666,11.479479166666666,30.6953125,1.8910416666666665,4.0534375,0.3779166666666667,,,,0.19625,1.13375,20.001562500000002,71.186875,0.274375,114.03125,0.0,0.0,92.5159375,,
2023-01-15,30.241979166666667,46.212812500000005,2.6844791666666663,20.8015625,23.684166666666666,10.848854166666667,25.313333333333333,0.84,6.116770833333334,0.168125,,,,0.08791666666666666,0.5042708333333333,16.982291666666665,68.19802083333333,0.47541666666666665,130.92625,0.0,0.0,87.813125,,
2023-01-16,37.46458333333333,46.68857142857143,2.719583333333333,32.4090625,34.765208333333334,11.843854166666667,20.569374999999997,0.9790625,5.806770833333334,0.19583333333333333,,,,0.10166666666666667,0.5870833333333333,15.064583333333333,63.92822916666666,0.32375,121.38322916666668,0.0,0.0,109.56625000000001,,
2023-01-17,75.93666666666667,116.05714285714285,2.3809375,30.844166666666666,32.767291666666665,12.006562500000001,16.6509375,1.0320833333333332,17.669270833333332,0.20677083333333335,,,,0.10729166666666667,0.6194791666666667,14.58,64.75864583333333,0.278125,114.32791666666667,0.0,0.0,105.39802083333332,,
2023-01-18,64.28750000000001,117.37979166666666,2.9131249999999995,36.1928125,38.61958333333333,12.326770833333333,16.795312499999998,1.23625,18.725104166666668,0.24729166666666666,,,,0.12895833333333334,0.7427083333333333,14.7128125,67.99625,0.26875,114.4790625,0.0,0.0,98.255625,,
2023-01-19,84.77760416666668,154.98041666666666,45.10385416666667,52.21447916666667,115.32520833333332,12.233125000000001,25.479583333333334,2.747291666666667,5.2726041666666665,0.5501041666666667,,,,0.2861458333333333,1.650625,15.4009375,71.75552083333334,0.20961805555555554,102.50625000000001,0.0,0.0,86.62343750000001,,
2023-01-20,68.36697916666667,141.45229166666667,46.39072916666667,56.24614583333334,121.03447916666666,12.853541666666667,29.54677083333333,2.607291666666667,3.2859374999999997,0.52125,,,,0.270625,1.5615625,17.021562499999998,69.66895833333334,0.33364583333333336,153.58947916666668,0.0,0.0,89.98479166666668,,
2023-01-21,50.64555555555555,114.00347222222223,55.33680555555556,37.547222222222224,116.19749999999999,11.099166666666667,26.26291666666667,2.4994444444444444,7.9743055555555555,0.61375,,,,0.31875,1.840138888888889,19.134722222222223,75.35624999999999,0.3636111111111111,154.06680555555556,0.0,0.0,86.25333333333333,,
2023-01-22,54.88166666666667,115.53781250000002,63.01020833333333,37.19177083333333,127.13406250000001,10.999583333333334,32.971979166666664,2.7984375,2.7717708333333335,0.559375,,,,0.29052083333333334,1.6770833333333333,19.17020833333333,82.41437499999999,0.3154166666666666,160.2834375,0.0,0.0,63.766354166666666,,
2023-01-23,45.145227272727276,107.18931818181818,61.02568181818182,38.148295454545455,125.13329545454545,10.822386363636364,33.80431818181818,3.055909090909091,2.6139772727272725,0.6120454545454546,,,,0.31829545454545455,1.835568181818182,18.677500000000002,83.81386363636364,0.24954545454545454,131.00147727272727,0.0,0.0,28.449886363636367,,
2023-01-24,36.515,90.32145833333334,27.045937499999997,31.891562500000003,69.70729166666666,11.088020833333333,29.712395833333332,1.6810416666666665,3.4905208333333335,0.335625,,,,0.17416666666666666,1.0063541666666667,21.460520833333334,75.4496875,0.40958333333333335,185.51833333333332,0.0,0.0,143.6453125,,
2023-01-25,46.283229166666665,111.12239583333333,6.937708333333333,28.909479166666667,37.575520833333336,11.073437499999999,23.124687500000004,1.1710416666666668,4.259270833333333,0.23364583333333333,,,,0.12135416666666667,0.7029166666666667,21.966458333333335,78.26333333333334,0.43166666666666664,179.85197916666667,0.0,0.0,137.98947916666665,,
2023-01-26,29.816770833333333,63.104375000000005,5.854166666666667,18.518020833333335,26.121979166666666,10.261875,16.390208333333334,0.6691666666666666,3.3671875,0.13322916666666665,,,,0.06947916666666666,0.4008333333333333,21.73,79.64083333333333,0.42250000000000004,137.78062500000001,0.0,0.0,104.96020833333334,,
2023-01-27,25.68541666666667,57.1146875,4.086458333333334,14.7315625,19.957604166666666,10.107395833333333,27.5759375,0.36354166666666665,3.4511458333333334,0.07322916666666666,,,,0.03739583333333333,0.219375,20.537499999999998,80.4903125,0.47677083333333337,136.8746875,0.0,0.0,117.40781249999999,,
2023-01-28,22.392187500000002,59.03125,5.173958333333333,23.3984375,29.776875,10.817708333333334,26.37375,0.4784375,4.692916666666666,0.09583333333333333,,,,0.049375,0.28875,18.2171875,68.66947916666668,0.38968749999999996,126.93010416666668,0.0,0.0,181.8059375,,
